Nome: PORTO ALEGRE- BELEM NOVO
Codigo Estacao: B807
Latitude: -30.1861111
Longitude: -51.17805554
Altitude: 3.3
Situacao: Fechada
Data Inicial: 2023-09-01
Data Final: 2023-09-06
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2023-09-02;1200;0;20.2;17.8;86;
2023-09-02;1300;0;23.1;20.4;85;
2023-09-02;1400;0;23.9;20.4;80;
2023-09-02;1500;0;24;19.3;75;
2023-09-02;1600;0;24.2;18.5;70;
2023-09-02;1700;0;24.1;17.7;68;
2023-09-02;1800;0;24.2;17.5;66;
2023-09-02;1900;0;24.5;17.5;65;
2023-09-02;2000;0;23.6;16.6;65;
2023-09-02;2100;0;22;15.9;68;
2023-09-02;2200;0;20.5;15.5;73;
2023-09-02;2300;0;19.7;15.4;76;
2023-09-03;0000;0;19.1;15.4;79;
2023-09-03;0100;0;18.6;15.4;81;
2023-09-03;0200;0;17.6;14.7;83;
2023-09-03;0300;0;17.2;14.6;85;
2023-09-03;0400;0;16.9;14.6;86;
2023-09-03;0500;0;16.2;14.2;87;
2023-09-03;0600;0;16.8;14.9;89;
2023-09-03;0700;0;17.3;15.5;90;
2023-09-03;0800;0;17.8;16.2;90;
2023-09-03;0900;0;17.9;16.4;91;
2023-09-03;1000;.4;17.8;16.3;91;
2023-09-03;1100;5.8;17.4;16.1;92;
2023-09-03;1200;3.2;17.5;16.2;92;
2023-09-03;1300;.4;17.8;16.6;93;
2023-09-03;1400;1.8;17.4;16.3;93;
2023-09-03;1500;3.2;18;16.9;93;
2023-09-03;1600;2;19.3;18.2;93;
2023-09-03;1700;0;18.9;17.8;93;
2023-09-03;1800;.2;19;18;94;
2023-09-03;1900;0;19.2;18.1;94;
2023-09-03;2000;.2;17.8;16.8;94;
2023-09-03;2100;.4;17.6;16.6;94;
2023-09-03;2200;.4;17.5;16.6;94;
2023-09-03;2300;0;18.1;17.2;94;
2023-09-04;0000;0;18.6;17.7;94;
2023-09-04;0100;1.6;18.7;17.8;95;
2023-09-04;0200;1;18.9;18.1;95;
2023-09-04;0300;1.4;18.7;17.9;95;
2023-09-04;0400;.8;18.6;17.8;95;
2023-09-04;0500;.4;18.6;17.8;95;
2023-09-04;0600;5.6;18.3;17.5;95;
2023-09-04;0700;5;18;17.2;95;
2023-09-04;0800;2.8;18.1;17.3;95;
2023-09-04;0900;7;18.3;17.5;95;
2023-09-04;1000;5.6;18.2;17.5;96;
2023-09-04;1100;3.8;18.8;18.1;96;
2023-09-04;1200;2.4;18.7;18.1;96;
2023-09-04;1300;6;18.8;18.1;96;
2023-09-04;1400;1.8;19;18.4;96;
2023-09-04;1500;.4;19.3;18.6;96;
2023-09-04;1600;1.2;18.9;18.3;96;
2023-09-04;1700;1.8;18.2;17.5;96;
2023-09-04;1800;.8;17.4;16.7;96;
2023-09-04;1900;1.2;17.2;16.5;96;
2023-09-04;2000;4.6;16.7;16;95;
2023-09-04;2100;.8;16.8;16.1;95;
2023-09-04;2200;0;16.6;15.8;95;
2023-09-04;2300;2.8;16.3;15.6;95;
2023-09-05;0000;.2;16.6;15.8;95;
2023-09-05;0100;6.4;16.4;15.6;95;
2023-09-05;0200;4.8;14.8;14.1;95;
2023-09-05;0300;1.2;15.1;14.3;95;
2023-09-05;0400;.2;14.6;13.7;95;
2023-09-05;0500;0;14.3;13.4;94;
2023-09-05;0600;.4;13.2;12.2;94;
2023-09-05;0700;0;12.5;11.5;94;
2023-09-05;0800;0;12.3;11.2;93;
2023-09-05;0900;0;12.2;11;93;
2023-09-05;1000;0;11.8;10.6;92;
2023-09-05;1100;0;12;10.7;91;
2023-09-05;1200;0;12.6;11.1;90;
2023-09-05;1300;0;13.5;11.8;89;
2023-09-05;1400;0;14.2;12.3;88;
2023-09-05;1500;0;15.4;13.3;87;
2023-09-05;1600;0;15.8;13.3;86;
2023-09-05;1700;0;15.6;12.8;83;
2023-09-05;1800;0;15.3;12.2;81;
2023-09-05;1900;0;15.1;11.6;79;
2023-09-05;2000;0;14.8;10.9;78;
2023-09-05;2100;0;13.5;9.3;76;
2023-09-05;2200;0;12.7;8.6;76;
2023-09-05;2300;0;12.3;8.5;77;
2023-09-06;0000;0;13.2;9.6;78;
2023-09-06;0100;0;11.9;8.4;79;
2023-09-06;0200;0;10.9;7.7;80;
2023-09-06;0300;0;10.8;7.9;82;
2023-09-06;0400;0;10.3;7.6;83;
2023-09-06;0500;0;10.4;7.9;84;
2023-09-06;0600;0;10.1;7.6;85;
2023-09-06;0700;0;10.5;8.1;86;
2023-09-06;0800;0;10.9;8.7;86;
2023-09-06;0900;0;11;8.9;87;
2023-09-06;1000;0;11.3;9.2;87;
2023-09-06;1100;0;12.8;10.8;88;
2023-09-06;1200;0;14.9;12.9;87;
2023-09-06;1300;0;17.3;14.8;85;
2023-09-06;1400;0;19;15.9;82;
2023-09-06;1500;0;19.5;15.5;78;
2023-09-06;1600;0;20.2;15.4;74;
2023-09-06;1700;0;20.5;15.1;71;
2023-09-06;1800;0;20.5;14.5;68;
2023-09-06;1900;0;19.8;13.4;67;
2023-09-06;2000;0;18.9;12.4;66;
2023-09-06;2100;0;17.6;11.3;67;
2023-09-06;2200;0;17;11.4;69;
2023-09-06;2300;0;17;11.9;72;

