Nome: RIO GRANDE
Codigo Estacao: A802
Latitude: -32.07888888
Longitude: -52.16777777
Altitude: 4.92
Situacao: Operante
Data Inicial: 2023-09-01
Data Final: 2023-09-06
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2023-09-06;0800;0;6.2;5.5;96;
2023-09-06;0900;0;6.5;6.1;97;
2023-09-06;1000;0;7.4;7.2;98;
2023-09-06;1100;0;12;8.8;81;
2023-09-06;1200;0;13.3;8.2;71;
2023-09-06;1300;0;14.4;8;65;
2023-09-06;1400;0;15.1;7.7;62;
2023-09-06;1500;0;15.9;7.9;59;
2023-09-06;1600;0;15.8;9.5;66;
2023-09-06;1700;0;16.7;10.8;68;
2023-09-06;1800;0;16.3;10.4;68;
2023-09-06;1900;0;16;10.2;69;
2023-09-06;2000;0;16;11;72;
2023-09-06;2100;0;15.4;11.8;79;
2023-09-06;2200;0;15.6;11.8;78;
2023-09-06;2300;0;15.8;12.1;79;

