Nome: ERECHIM
Codigo Estacao: A828
Latitude: -27.65777777
Longitude: -52.30583333
Altitude: 777.08
Situacao: Operante
Data Inicial: 2023-09-01
Data Final: 2023-09-06
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);
2023-09-03;0100;0;15.7;14.9;95;
2023-09-03;0200;0;16.2;14.9;92;
2023-09-03;0300;0;17.2;14.6;84;
2023-09-03;0400;0;17.6;14.3;81;
2023-09-03;0500;0;17.4;14;80;
2023-09-03;0600;0;16.3;14.4;89;
2023-09-03;0700;0;17.6;14.4;82;
2023-09-03;0800;0;17.4;14.5;83;
2023-09-03;0900;0;17.9;15;83;
2023-09-03;1000;0;19.4;16.6;84;
2023-09-03;1100;0;19;17.1;89;
2023-09-03;1200;1.8;16.3;15.3;94;
2023-09-03;1300;0;16.4;15.6;95;
2023-09-03;1400;2.4;17.6;16.8;95;
2023-09-03;1500;1.6;17.1;16.2;95;
2023-09-03;1600;.6;18.2;17.2;94;
2023-09-03;1700;0;20;17.6;86;
2023-09-03;1800;0;20.9;18.2;85;
2023-09-03;1900;.2;22;19.1;84;
2023-09-03;2000;0;21.2;18.6;85;
2023-09-03;2100;0;19.7;18.2;91;
2023-09-03;2200;0;19.4;18.3;93;
2023-09-03;2300;0;19.5;18.2;92;
2023-09-04;0000;0;19.6;18.7;95;
2023-09-04;0100;.2;20.5;18.9;91;
2023-09-04;0200;2.4;19.3;17.7;90;
2023-09-04;0300;.2;18.9;17.9;94;
2023-09-04;0400;12.8;17.2;16.4;95;
2023-09-04;0500;3;18.2;16.9;92;
2023-09-04;0600;0;19.1;17.7;92;
2023-09-04;0700;0;19.3;18.2;94;
2023-09-04;0800;.8;19.4;18.3;93;
2023-09-04;0900;.6;19.1;18.3;95;
2023-09-04;1000;7.6;19.1;18.2;95;
2023-09-04;1100;5.6;20.1;18.5;91;
2023-09-04;1200;4.2;20.9;19.4;91;
2023-09-04;1300;0;21.7;19.5;87;
2023-09-04;1400;0;23.3;19.7;80;
2023-09-04;1500;0;25.7;19.9;70;
2023-09-04;1600;0;26.3;20;68;
2023-09-04;1700;0;26.4;20;68;
2023-09-04;1800;0;22;19.2;85;
2023-09-04;1900;5;18.5;16.7;89;
2023-09-04;2000;2.2;19.2;18.3;94;
2023-09-04;2100;0;19.4;18.1;92;
2023-09-04;2200;0;19.5;17.5;88;
2023-09-04;2300;0;19;17;88;
2023-09-05;0000;0;17.8;16;89;
2023-09-05;0100;1;13.7;12.9;95;
2023-09-05;0200;2.6;13;12.2;95;
2023-09-05;0300;1.2;12.7;12;96;
2023-09-05;0400;0;12.8;11.8;94;
2023-09-05;0500;0;12.6;11.9;95;
2023-09-05;0600;.2;12.5;11.8;96;
2023-09-05;0700;0;12.3;11.7;96;
2023-09-05;0800;.4;12;11.3;96;
2023-09-05;0900;0;11.3;10.7;96;
2023-09-05;1000;.2;10.8;10.2;96;
2023-09-05;1100;0;11.6;10.7;94;
2023-09-05;1200;0;12.4;10.7;89;
2023-09-05;1300;0;12.8;11;89;
2023-09-05;1400;0;13.6;11;84;
2023-09-05;1500;0;15.3;11;76;
2023-09-05;1600;0;16.8;12.4;75;
2023-09-05;1700;0;17.5;9.6;60;
2023-09-05;1800;0;18.1;10.2;60;
2023-09-05;1900;0;17.9;9.2;57;
2023-09-05;2000;0;17.6;9.5;59;
2023-09-05;2100;0;16.1;10;67;
2023-09-05;2200;0;14.3;9.4;73;
2023-09-05;2300;0;13.2;9.2;77;
2023-09-06;0000;0;12.4;8.9;79;
2023-09-06;0100;0;11.6;9;84;
2023-09-06;0200;0;10.5;8.8;89;
2023-09-06;0300;0;10.1;8.7;91;
2023-09-06;0400;0;9.6;8.5;93;
2023-09-06;0500;0;9.1;8.2;94;
2023-09-06;0600;0;9.1;8.2;94;
2023-09-06;0700;0;9.2;8.4;94;
2023-09-06;0800;0;9.5;8.7;95;
2023-09-06;0900;0;9.6;8.9;95;
2023-09-06;1000;0;10.5;9.7;95;
2023-09-06;1100;0;12.7;11.4;92;
2023-09-06;1200;0;13.9;11.5;86;
2023-09-06;1300;0;15.7;12.1;79;
2023-09-06;1400;0;17.7;12.5;72;
2023-09-06;1500;0;19.2;12.8;66;
2023-09-06;1600;0;19.4;12;62;
2023-09-06;1700;0;20.3;12.5;61;
2023-09-06;1800;0;20.5;12.3;59;
2023-09-06;1900;0;20.4;12.8;62;
2023-09-06;2000;0;19.5;12.5;64;
2023-09-06;2100;0;17.6;12.1;70;
2023-09-06;2200;0;15.8;11.3;75;
2023-09-06;2300;0;14.9;11.3;79;

